target_draw_date,model_name,model_version,actual,bonus,final_6_hits,top_6_hits,top_12_hits,top_18_hits,matched_final,brier_score,log_loss,mean_actual_rank
2020-06-20,random,research-v2,"[14, 22, 29, 36, 48, 49]",19,1,1,1,2,[48],0.10745522701560009,0.3717761800683673,27.833333333333332
2020-06-20,ema_gap,research-v2,"[14, 22, 29, 36, 48, 49]",19,1,1,1,2,[48],0.10492460074791037,0.3606685832644084,21.5
2020-06-20,v2_statistical,research-v2,"[14, 22, 29, 36, 48, 49]",19,1,1,1,1,[48],0.10947290880111075,0.380323326487838,26.666666666666668
2020-06-24,random,research-v2,"[6, 16, 23, 39, 47, 48]",33,2,2,4,4,"[6, 47]",0.1074552268699336,0.3717761793905664,12.0
2020-06-24,ema_gap,research-v2,"[6, 16, 23, 39, 47, 48]",33,2,2,2,3,"[6, 48]",0.10450027382412355,0.36361937617504486,22.666666666666668
2020-06-24,v2_statistical,research-v2,"[6, 16, 23, 39, 47, 48]",33,1,1,3,3,[48],0.10602917964820216,0.36720575971166797,20.666666666666668
2020-06-27,random,research-v2,"[1, 13, 14, 24, 36, 44]",7,0,0,0,2,[],0.10745522698605894,0.3717761799309092,24.166666666666668
2020-06-27,ema_gap,research-v2,"[1, 13, 14, 24, 36, 44]",7,0,0,2,2,[],0.10990316580699286,0.37933191168483665,24.666666666666668
2020-06-27,v2_statistical,research-v2,"[1, 13, 14, 24, 36, 44]",7,0,0,1,1,[],0.1153043103917968,0.39978554383094506,29.0
2020-07-01,random,research-v2,"[1, 12, 27, 30, 34, 49]",32,1,1,1,2,[49],0.10745522699591165,0.37177617997675505,26.166666666666668
2020-07-01,ema_gap,research-v2,"[1, 12, 27, 30, 34, 49]",32,1,1,1,2,[34],0.10930876487998605,0.37957876506209026,24.833333333333332
2020-07-01,v2_statistical,research-v2,"[1, 12, 27, 30, 34, 49]",32,1,1,1,2,[34],0.11135111860218218,0.3897573233723657,27.333333333333332
2020-07-04,random,research-v2,"[15, 20, 27, 34, 38, 42]",47,0,0,0,1,[],0.10745522706308826,0.3717761802893347,32.166666666666664
2020-07-04,ema_gap,research-v2,"[15, 20, 27, 34, 38, 42]",47,1,1,1,2,[34],0.10980750618085935,0.3850269056375857,27.5
2020-07-04,v2_statistical,research-v2,"[15, 20, 27, 34, 38, 42]",47,1,1,2,3,[34],0.11092610136889115,0.3884854534555385,26.0
2020-07-08,random,research-v2,"[11, 26, 28, 35, 37, 47]",8,1,1,1,2,[47],0.10745522699982955,0.37177617999498536,26.166666666666668
2020-07-08,ema_gap,research-v2,"[11, 26, 28, 35, 37, 47]",8,0,0,0,1,[],0.11333823684828084,0.39725238282690306,32.666666666666664
2020-07-08,v2_statistical,research-v2,"[11, 26, 28, 35, 37, 47]",8,0,0,1,1,[],0.1173671298742164,0.41614676982250537,34.0
2020-07-11,random,research-v2,"[16, 22, 31, 36, 43, 44]",46,1,1,3,3,[16],0.10745522694148112,0.3717761797234842,20.5
2020-07-11,ema_gap,research-v2,"[16, 22, 31, 36, 43, 44]",46,0,0,1,2,[],0.1097200575301636,0.37881078695337395,25.333333333333332
2020-07-11,v2_statistical,research-v2,"[16, 22, 31, 36, 43, 44]",46,1,1,3,4,[36],0.10837348632957335,0.3661345455138282,17.0
2020-07-15,random,research-v2,"[5, 7, 17, 22, 43, 44]",14,1,1,1,1,[7],0.10745522704823031,0.3717761802201988,31.0
2020-07-15,ema_gap,research-v2,"[5, 7, 17, 22, 43, 44]",14,1,1,3,3,[22],0.10819682512764311,0.37285863781725254,22.833333333333332
2020-07-15,v2_statistical,research-v2,"[5, 7, 17, 22, 43, 44]",14,1,1,2,3,[43],0.10935174148631956,0.37561260341148206,22.166666666666668
2020-07-18,random,research-v2,"[5, 23, 37, 40, 44, 45]",47,2,2,2,2,"[5, 45]",0.10745522695283313,0.3717761797763062,22.5
2020-07-18,ema_gap,research-v2,"[5, 23, 37, 40, 44, 45]",47,2,2,2,3,"[44, 45]",0.10769977426052232,0.37553916126027503,24.0
2020-07-18,v2_statistical,research-v2,"[5, 23, 37, 40, 44, 45]",47,1,1,2,3,[45],0.10480074224128373,0.3699346616121002,25.5
2020-07-22,random,research-v2,"[5, 14, 19, 42, 46, 47]",8,0,0,1,1,[],0.10745522708415668,0.37177618038736804,33.666666666666664
2020-07-22,ema_gap,research-v2,"[5, 14, 19, 42, 46, 47]",8,0,0,1,2,[],0.11353195808995846,0.4009644943293957,32.166666666666664
2020-07-22,v2_statistical,research-v2,"[5, 14, 19, 42, 46, 47]",8,0,0,1,1,[],0.11839136748230282,0.42164827578402375,33.5
2020-07-25,random,research-v2,"[6, 21, 34, 44, 45, 48]",33,0,0,0,2,[],0.1074552270159224,0.371776180069867,28.166666666666668
2020-07-25,ema_gap,research-v2,"[6, 21, 34, 44, 45, 48]",33,4,4,5,5,"[34, 44, 45, 48]",0.0951292984449691,0.32386771538935344,10.166666666666666
2020-07-25,v2_statistical,research-v2,"[6, 21, 34, 44, 45, 48]",33,4,4,4,5,"[34, 44, 45, 48]",0.08705404222125251,0.29912316057257243,8.833333333333334
2020-07-29,random,research-v2,"[1, 11, 17, 19, 22, 45]",14,0,0,1,2,[],0.10745522701528568,0.3717761800669045,28.333333333333332
2020-07-29,ema_gap,research-v2,"[1, 11, 17, 19, 22, 45]",14,2,2,2,2,"[22, 45]",0.1049904919770195,0.36145631061125294,20.833333333333332
2020-07-29,v2_statistical,research-v2,"[1, 11, 17, 19, 22, 45]",14,1,1,1,2,[45],0.10939560894258206,0.3810115405229742,26.333333333333332
